88.177210,516.425951,5.000000,5.000000
83.529904,538.093594,5.000000,5.000000
80.801094,560.416349,5.000000,5.000000
79.252906,583.167363,5.000000,5.000000
78.147464,606.119781,5.000000,5.000000
76.748314,629.047164,5.000000,5.000000
74.778352,651.857051,5.000000,5.000000
73.076728,674.782564,5.000000,5.000000
73.141505,697.789839,5.000000,5.000000
79.957739,718.351322,5.000000,5.000000
95.754957,734.279514,5.000000,5.000000
116.501952,746.736092,5.000000,5.000000
138.347928,757.088346,5.000000,5.000000
160.613317,765.655469,5.000000,5.000000
183.269891,772.541382,5.000000,5.000000
206.289423,777.850011,5.000000,5.000000
229.643685,781.685279,5.000000,5.000000
253.304449,784.151109,5.000000,5.000000
277.243489,785.351425,5.000000,5.000000
301.432577,785.390150,5.000000,5.000000
325.843484,784.371209,5.000000,5.000000
350.447984,782.398524,5.000000,5.000000
375.217849,779.576019,5.000000,5.000000
400.124851,776.007618,5.000000,5.000000
425.140764,771.797244,5.000000,5.000000
450.237359,767.048822,5.000000,5.000000
475.386408,761.866274,5.000000,5.000000
500.559685,756.353524,5.000000,5.000000
525.728962,750.614496,5.000000,5.000000
550.866010,744.753113,5.000000,5.000000
575.942604,738.873298,5.000000,5.000000
600.930515,733.078977,5.000000,5.000000
625.801515,727.474071,5.000000,5.000000
650.527378,722.162505,5.000000,5.000000
675.079875,717.248202,5.000000,5.000000
699.430779,712.835086,5.000000,5.000000
723.551862,709.027080,5.000000,5.000000
747.414898,705.928108,5.000000,5.000000
770.991657,703.642093,5.000000,5.000000
794.253914,702.272960,5.000000,5.000000
817.173440,701.924631,5.000000,5.000000
839.722008,702.701030,5.000000,5.000000
861.871390,704.706081,5.000000,5.000000
883.593359,708.043708,5.000000,5.000000
904.859687,712.817833,5.000000,5.000000
925.642147,719.132381,5.000000,5.000000
945.912511,727.091275,5.000000,5.000000
965.642551,736.798439,5.000000,5.000000
984.804130,748.357601,5.000000,5.000000
1003.515284,761.554965,5.000000,5.000000
1022.337731,775.212941,5.000000,5.000000
1041.917054,787.971762,5.000000,5.000000
1062.898840,798.471662,5.000000,5.000000
1085.873392,805.337669,5.000000,5.000000
1109.642017,806.702799,5.000000,5.000000
1130.871269,800.119809,5.000000,5.000000
1146.120152,784.776872,5.000000,5.000000
1152.645099,763.680335,5.000000,5.000000
1151.592431,740.262570,5.000000,5.000000
1145.532561,717.715543,5.000000,5.000000
1137.063758,696.551453,5.000000,5.000000
1128.286679,675.646192,5.000000,5.000000
1119.616342,654.744526,5.000000,5.000000
1111.113772,633.778231,5.000000,5.000000
1102.634706,612.707343,5.000000,5.000000
1093.845023,591.518043,5.000000,5.000000
1084.413526,570.197399,5.000000,5.000000
1074.925810,548.724018,5.000000,5.000000
1067.605395,527.061379,5.000000,5.000000
1064.845500,505.171398,5.000000,5.000000
1068.998986,483.045794,5.000000,5.000000
1080.593302,462.024541,5.000000,5.000000
1097.624500,445.317295,5.000000,5.000000
1118.160518,435.638769,5.000000,5.000000
1141.457786,432.635572,5.000000,5.000000
1166.391029,433.835773,5.000000,5.000000
1191.156336,435.650466,5.000000,5.000000
1213.925042,434.450008,5.000000,5.000000
1232.876384,426.633504,5.000000,5.000000
1246.831358,410.934623,5.000000,5.000000
1255.716333,390.108101,5.000000,5.000000
1259.849613,367.053874,5.000000,5.000000
1261.837670,342.597865,5.000000,5.000000
1260.805186,319.260778,5.000000,5.000000
1249.949255,302.927568,5.000000,5.000000
1230.133013,293.198892,5.000000,5.000000
1207.675305,285.258662,5.000000,5.000000
1185.825398,276.481454,5.000000,5.000000
1165.436880,265.959553,5.000000,5.000000
1147.304853,252.827180,5.000000,5.000000
1132.216355,236.229887,5.000000,5.000000
1120.332939,216.192436,5.000000,5.000000
1110.754956,194.231245,5.000000,5.000000
1102.462038,171.992760,5.000000,5.000000
1093.871147,150.661343,5.000000,5.000000
1082.735564,130.876312,5.000000,5.000000
1067.167094,113.657888,5.000000,5.000000
1047.397033,102.228893,5.000000,5.000000
1024.880536,99.821410,5.000000,5.000000
1003.639012,105.837561,5.000000,5.000000
984.493686,117.316044,5.000000,5.000000
965.238390,131.270149,5.000000,5.000000
946.398713,147.151761,5.000000,5.000000
928.865750,164.721927,5.000000,5.000000
913.530597,183.741695,5.000000,5.000000
901.284346,203.972110,5.000000,5.000000
893.018094,225.174220,5.000000,5.000000
889.602394,247.104816,5.000000,5.000000
891.058723,269.344714,5.000000,5.000000
896.294265,291.268384,5.000000,5.000000
904.417425,312.657097,5.000000,5.000000
914.751093,333.616183,5.000000,5.000000
926.623614,354.259213,5.000000,5.000000
939.363332,374.699759,5.000000,5.000000
952.298592,395.051390,5.000000,5.000000
964.757739,415.427678,5.000000,5.000000
976.069117,435.942194,5.000000,5.000000
985.672039,456.694621,5.000000,5.000000
994.352404,477.616130,5.000000,5.000000
1003.792509,498.525716,5.000000,5.000000
1015.686349,519.240887,5.000000,5.000000
